row_id,source_package_id,source_sha256,source_table,curve_lane,au_code,sph,species_composition_raw,species_components_json,species_percent_total,spp1_si,spp2_si,spp3_si,spp4_si,spp5_si,genetic_gain_spp1,genetic_gain_spp2,genetic_gain_spp3,genetic_gain_spp4,genetic_gain_spp5,productive_area_ha,thlb_area_ha,pdf_page_start,pdf_page_end,appendix_page_start,appendix_page_end,source_anchor,continuation_row_count,parse_confidence,review_status,model_input_status,parser_warnings,raw_start_cells_json,raw_continuation_cells_json
p10r_table_54_011,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E104shF,900,hw68 cw21 ss5 dr4 yc2 ba1,"[{""species"": ""hw"", ""percent"": 68}, {""species"": ""cw"", ""percent"": 21}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 4}, {""species"": ""yc"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}]",101,24.0,20.0,24.0,20.0,,,,,,,236,201,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E104shF"", ""900"", ""hw68"", ""24.0"", ""20.0"", ""24.0"", ""20.0"", ""236"", ""201""]","[[""cw21 ss5""], [""dr4 yc2""], [""ba1""]]"
p10r_table_54_012,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E106c,900,cw78 hw15 ss5 yc1 ba1,"[{""species"": ""cw"", ""percent"": 78}, {""species"": ""hw"", ""percent"": 15}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""yc"", ""percent"": 1}, {""species"": ""ba"", ""percent"": 1}]",100,24.0,24.0,32.0,24.0,24.0,,,,,,113,69,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E106c"", ""900"", ""cw78"", ""24.0"", ""24.0"", ""32.0"", ""24.0"", ""24.0"", ""113"", ""69""]","[[""hw15 ss5""], [""yc1 ba1""]]"
p10r_table_54_013,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E106h,900,hw63 dr18 cw9 ba5 ss5,"[{""species"": ""hw"", ""percent"": 63}, {""species"": ""dr"", ""percent"": 18}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""ss"", ""percent"": 5}]",100,24.0,24.0,24.0,32.0,,,,,,,362,158,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E106h"", ""900"", ""hw63"", ""24.0"", ""24.0"", ""24.0"", ""32.0"", ""362"", ""158""]","[[""dr18 cw9""], [""ba5 ss5""]]"
p10r_table_54_014,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E106s,900,ss64 hw24 cw8 ba3 dr1,"[{""species"": ""ss"", ""percent"": 64}, {""species"": ""hw"", ""percent"": 24}, {""species"": ""cw"", ""percent"": 8}, {""species"": ""ba"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 1}]",100,32.0,24.0,24.0,24.0,,,,,,,111,69,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E106s"", ""900"", ""ss64"", ""32.0"", ""24.0"", ""24.0"", ""24.0"", ""111"", ""69""]","[[""hw24 cw8""], [""ba3 dr1""]]"
p10r_table_54_015,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E108,900,ss30 hw28 cw20 dr20 ba2,"[{""species"": ""ss"", ""percent"": 30}, {""species"": ""hw"", ""percent"": 28}, {""species"": ""cw"", ""percent"": 20}, {""species"": ""dr"", ""percent"": 20}, {""species"": ""ba"", ""percent"": 2}]",100,28.0,28.0,24.0,28.0,,,,,,,93,20,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E108"", ""900"", ""ss30"", ""28.0"", ""28.0"", ""24.0"", ""28.0"", ""93"", ""20""]","[[""hw28""], [""cw20""], [""dr20 ba2""]]"
p10r_table_54_016,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E110,900,dr49 hw37 cw7 ss7,"[{""species"": ""dr"", ""percent"": 49}, {""species"": ""hw"", ""percent"": 37}, {""species"": ""cw"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 7}]",100,21.2,,,,,,,,,,24,1,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E110"", ""900"", ""dr49"", ""21.2"", ""24"", ""1""]","[[""hw37 cw7""], [""ss7""]]"
p10r_table_54_017,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E113,900,cw35 hw34 ss22 dr5 ba4,"[{""species"": ""cw"", ""percent"": 35}, {""species"": ""hw"", ""percent"": 34}, {""species"": ""ss"", ""percent"": 22}, {""species"": ""dr"", ""percent"": 5}, {""species"": ""ba"", ""percent"": 4}]",100,16.0,16.0,20.0,13.8,,,,,,,147,80,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E113"", ""900"", ""cw35"", ""16.0"", ""16.0"", ""20.0"", ""13.8"", ""147"", ""80""]","[[""hw34""], [""ss22 dr5""], [""ba4""]]"
p10r_table_54_018,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E113F,900,cw63 hw25 ss9 dr2 ba1,"[{""species"": ""cw"", ""percent"": 63}, {""species"": ""hw"", ""percent"": 25}, {""species"": ""ss"", ""percent"": 9}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}]",100,16.0,16.0,20.0,13.8,,,,,,,100,70,359,359,113 of 183,113 of 183,PDF pages 359-359; Appendix B pages 113 of 183-113 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E113F"", ""900"", ""cw63"", ""16.0"", ""16.0"", ""20.0"", ""13.8"", ""100"", ""70""]","[[""hw25 ss9""], [""dr2 ba1""]]"
p10r_table_54_019,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E200,900,hw61 ba13 cw12 dr10 ss4 fd3,"[{""species"": ""hw"", ""percent"": 61}, {""species"": ""ba"", ""percent"": 13}, {""species"": ""cw"", ""percent"": 12}, {""species"": ""dr"", ""percent"": 10}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 3}]",103,25.4,,,,,,,,,,351,215,359,360,113 of 183,114 of 183,PDF pages 359-360; Appendix B pages 113 of 183-114 of 183; Table 54,4,review_required,parser_review_required,not_model_input,species_percent_total_not_near_100,"[""E200"", ""900"", ""hw61"", ""25.4"", ""351"", ""215""]","[[""ba13""], [""cw12""], [""dr10 ss4""], [""fd3""]]"
p10r_table_54_020,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E200F,900,hw46 ss35 cw9 fd9 ba1,"[{""species"": ""hw"", ""percent"": 46}, {""species"": ""ss"", ""percent"": 35}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""fd"", ""percent"": 9}, {""species"": ""ba"", ""percent"": 1}]",100,28.3,,,,,,,,,,14,10,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E200F"", ""900"", ""hw46"", ""28.3"", ""14"", ""10""]","[[""ss35 cw9""], [""fd9 ba1""]]"
p10r_table_54_021,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201b,900,ba60 hw20 cw10 ss6 fd4 yc2,"[{""species"": ""ba"", ""percent"": 60}, {""species"": ""hw"", ""percent"": 20}, {""species"": ""cw"", ""percent"": 10}, {""species"": ""ss"", ""percent"": 6}, {""species"": ""fd"", ""percent"": 4}, {""species"": ""yc"", ""percent"": 2}]",102,29.1,27.7,22.6,30.8,35.8,,,,,,849,735,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201b"", ""900"", ""ba60"", ""29.1"", ""27.7"", ""22.6"", ""30.8"", ""35.8"", ""849"", ""735""]","[[""hw20""], [""cw10 ss6""], [""fd4 yc2""]]"
p10r_table_54_022,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201c,900,cw69 hw24 fd4 ba2 yc1 dr1,"[{""species"": ""cw"", ""percent"": 69}, {""species"": ""hw"", ""percent"": 24}, {""species"": ""fd"", ""percent"": 4}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 1}, {""species"": ""dr"", ""percent"": 1}]",101,22.6,27.7,35.8,29.1,22.6,,,,,,1263,991,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201c"", ""900"", ""cw69"", ""22.6"", ""27.7"", ""35.8"", ""29.1"", ""22.6"", ""1,263"", ""991""]","[[""hw24 fd4""], [""ba2 yc1""], [""dr1""]]"
p10r_table_54_023,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201cF,900,cw73 hw23 fd2 yc1 ba1,"[{""species"": ""cw"", ""percent"": 73}, {""species"": ""hw"", ""percent"": 23}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 1}, {""species"": ""ba"", ""percent"": 1}]",100,22.6,27.7,35.8,22.6,29.1,,,,,,708,604,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201cF"", ""900"", ""cw73"", ""22.6"", ""27.7"", ""35.8"", ""22.6"", ""29.1"", ""708"", ""604""]","[[""hw23 fd2""], [""yc1 ba1""]]"
p10r_table_54_024,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201d,900,dr86 hw12 ss1 cw1,"[{""species"": ""dr"", ""percent"": 86}, {""species"": ""hw"", ""percent"": 12}, {""species"": ""ss"", ""percent"": 1}, {""species"": ""cw"", ""percent"": 1}]",100,23.2,27.7,30.8,22.6,,,,,,,491,-,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201d"", ""900"", ""dr86"", ""23.2"", ""27.7"", ""30.8"", ""22.6"", ""491"", ""-""]","[[""hw12 ss1""], [""cw1""]]"
p10r_table_54_025,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201f,900,fd66 hw23 cw6 ss3 ba2 pl1,"[{""species"": ""fd"", ""percent"": 66}, {""species"": ""hw"", ""percent"": 23}, {""species"": ""cw"", ""percent"": 6}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""pl"", ""percent"": 1}]",101,35.8,27.7,22.6,30.8,29.1,,,,,,733,577,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201f"", ""900"", ""fd66"", ""35.8"", ""27.7"", ""22.6"", ""30.8"", ""29.1"", ""733"", ""577""]","[[""hw23 cw6""], [""ss3 ba2""], [""pl1""]]"
p10r_table_54_026,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201fF,900,fd76 hw22 cw1 ss1,"[{""species"": ""fd"", ""percent"": 76}, {""species"": ""hw"", ""percent"": 22}, {""species"": ""cw"", ""percent"": 1}, {""species"": ""ss"", ""percent"": 1}]",100,35.8,27.7,22.6,30.8,,,,,,,926,727,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201fF"", ""900"", ""fd76"", ""35.8"", ""27.7"", ""22.6"", ""30.8"", ""926"", ""727""]","[[""hw22 cw1""], [""ss1""]]"
p10r_table_54_027,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201fS,1600,fd71 hw29,"[{""species"": ""fd"", ""percent"": 71}, {""species"": ""hw"", ""percent"": 29}]",100,35.8,27.7,,,,,,,,,182,136,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,1,high,parsed_candidate,not_model_input,,"[""E201fS"", ""1,600"", ""fd71"", ""35.8"", ""27.7"", ""182"", ""136""]","[[""hw29""]]"
p10r_table_54_028,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201h,900,hw79 ba9 cw8 ss2 fd2 dr1,"[{""species"": ""hw"", ""percent"": 79}, {""species"": ""ba"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 8}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}]",101,27.7,29.1,22.6,30.8,35.8,,,,,,26801,22068,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201h"", ""900"", ""hw79 ba9"", ""27.7"", ""29.1"", ""22.6"", ""30.8"", ""35.8"", ""26,801"", ""22,068""]","[[""cw8 ss2""], [""fd2 dr1""]]"
p10r_table_54_029,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201hF,900,hw75 cw15 ba6 fd3 ss1 dr1,"[{""species"": ""hw"", ""percent"": 75}, {""species"": ""cw"", ""percent"": 15}, {""species"": ""ba"", ""percent"": 6}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 1}, {""species"": ""dr"", ""percent"": 1}]",101,27.7,22.6,29.1,35.8,30.8,,,,,,1915,1683,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201hF"", ""900"", ""hw75"", ""27.7"", ""22.6"", ""29.1"", ""35.8"", ""30.8"", ""1,915"", ""1,683""]","[[""cw15 ba6""], [""fd3 ss1""], [""dr1""]]"
p10r_table_54_030,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201hFS,1600,hw71 cw12 fd8 ss5 ba4,"[{""species"": ""hw"", ""percent"": 71}, {""species"": ""cw"", ""percent"": 12}, {""species"": ""fd"", ""percent"": 8}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""ba"", ""percent"": 4}]",100,27.7,22.6,35.8,30.8,29.1,,,,,,119,106,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201hFS"", ""1,600"", ""hw71"", ""27.7"", ""22.6"", ""35.8"", ""30.8"", ""29.1"", ""119"", ""106""]","[[""cw12 fd8""], [""ss5 ba4""]]"
p10r_table_54_031,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201hS,1600,hw82 ba7 ss4 cw4 fd3 dr1,"[{""species"": ""hw"", ""percent"": 82}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""cw"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 1}]",101,27.7,29.1,30.8,22.6,35.8,,,,,,3740,3233,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E201hS"", ""1,600"", ""hw82 ba7"", ""27.7"", ""29.1"", ""30.8"", ""22.6"", ""35.8"", ""3,740"", ""3,233""]","[[""ss4 cw4""], [""fd3 dr1""]]"
p10r_table_54_032,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201sc,900,cw52 hw23 ss19 dr3 ba3 fd2,"[{""species"": ""cw"", ""percent"": 52}, {""species"": ""hw"", ""percent"": 23}, {""species"": ""ss"", ""percent"": 19}, {""species"": ""dr"", ""percent"": 3}, {""species"": ""ba"", ""percent"": 3}, {""species"": ""fd"", ""percent"": 2}]",102,22.6,27.7,30.8,29.1,,,,,,,2561,1897,360,360,114 of 183,114 of 183,PDF pages 360-360; Appendix B pages 114 of 183-114 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201sc"", ""900"", ""cw52"", ""22.6"", ""27.7"", ""30.8"", ""29.1"", ""2,561"", ""1,897""]","[[""hw23""], [""ss19 dr3""], [""ba3 fd2""]]"
p10r_table_54_033,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201scF,900,cw78 hw18 ss2 dr1 ba1 yc1,"[{""species"": ""cw"", ""percent"": 78}, {""species"": ""hw"", ""percent"": 18}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}, {""species"": ""ba"", ""percent"": 1}, {""species"": ""yc"", ""percent"": 1}]",101,22.6,27.7,30.8,29.1,,,,,,,3678,3235,360,361,114 of 183,115 of 183,PDF pages 360-361; Appendix B pages 114 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201scF"", ""900"", ""cw78"", ""22.6"", ""27.7"", ""30.8"", ""29.1"", ""3,678"", ""3,235""]","[[""hw18 ss2""], [""dr1 ba1""], [""yc1""]]"
