row_id,source_package_id,source_sha256,source_table,curve_lane,au_code,sph,species_composition_raw,species_components_json,species_percent_total,spp1_si,spp2_si,spp3_si,spp4_si,spp5_si,genetic_gain_spp1,genetic_gain_spp2,genetic_gain_spp3,genetic_gain_spp4,genetic_gain_spp5,productive_area_ha,thlb_area_ha,pdf_page_start,pdf_page_end,appendix_page_start,appendix_page_end,source_anchor,continuation_row_count,parse_confidence,review_status,model_input_status,parser_warnings,raw_start_cells_json,raw_continuation_cells_json
p10r_table_54_034,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201scS,1600,ss46 hw27 cw24 dr2 ba1,"[{""species"": ""ss"", ""percent"": 46}, {""species"": ""hw"", ""percent"": 27}, {""species"": ""cw"", ""percent"": 24}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}]",100,30.8,27.7,22.6,29.1,,,,,,,104,86,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201scS"", ""1,600"", ""ss46"", ""30.8"", ""27.7"", ""22.6"", ""29.1"", ""104"", ""86""]","[[""hw27""], [""cw24 dr2""], [""ba1""]]"
p10r_table_54_035,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201sh,900,hw72 cw16 ba5 ss5 dr2 fd2,"[{""species"": ""hw"", ""percent"": 72}, {""species"": ""cw"", ""percent"": 16}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 2}]",102,27.7,22.6,29.1,30.8,,,,,,,1418,1104,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201sh"", ""900"", ""hw72"", ""27.7"", ""22.6"", ""29.1"", ""30.8"", ""1,418"", ""1,104""]","[[""cw16 ba5""], [""ss5 dr2""], [""fd2""]]"
p10r_table_54_036,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E201shF,900,hw68 cw19 ba6 ss5 dr2 yc1,"[{""species"": ""hw"", ""percent"": 68}, {""species"": ""cw"", ""percent"": 19}, {""species"": ""ba"", ""percent"": 6}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""yc"", ""percent"": 1}]",101,27.7,22.6,29.1,30.8,,,,,,,829,720,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E201shF"", ""900"", ""hw68"", ""27.7"", ""22.6"", ""29.1"", ""30.8"", ""829"", ""720""]","[[""cw19 ba6""], [""ss5 dr2""], [""yc1""]]"
p10r_table_54_037,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203c,900,cw68 hw23 fd6 ba2 dr1 yc1,"[{""species"": ""cw"", ""percent"": 68}, {""species"": ""hw"", ""percent"": 23}, {""species"": ""fd"", ""percent"": 6}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}, {""species"": ""yc"", ""percent"": 1}]",101,16.0,17.4,32.2,15.2,,,,,,,294,216,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E203c"", ""900"", ""cw68"", ""16.0"", ""17.4"", ""32.2"", ""15.2"", ""294"", ""216""]","[[""hw23 fd6""], [""ba2 dr1""], [""yc1""]]"
p10r_table_54_038,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203cF,900,cw77 hw19 fd3 dr1,"[{""species"": ""cw"", ""percent"": 77}, {""species"": ""hw"", ""percent"": 19}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 1}]",100,16.0,17.4,32.2,,,,,,,,200,167,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E203cF"", ""900"", ""cw77"", ""16.0"", ""17.4"", ""32.2"", ""200"", ""167""]","[[""hw19 fd3""], [""dr1""]]"
p10r_table_54_039,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203f,900,fd65 hw18 cw9 ss5 pl3,"[{""species"": ""fd"", ""percent"": 65}, {""species"": ""hw"", ""percent"": 18}, {""species"": ""cw"", ""percent"": 9}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""pl"", ""percent"": 3}]",100,32.2,17.4,16.0,16.8,16.0,,,,,,84,54,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E203f"", ""900"", ""fd65"", ""32.2"", ""17.4"", ""16.0"", ""16.8"", ""16.0"", ""84"", ""54""]","[[""hw18 cw9""], [""ss5 pl3""]]"
p10r_table_54_040,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203fF,900,fd84 hw9 cw7,"[{""species"": ""fd"", ""percent"": 84}, {""species"": ""hw"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 7}]",100,32.2,17.4,16.0,,,,,,,,298,202,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,1,high,parsed_candidate,not_model_input,,"[""E203fF"", ""900"", ""fd84 hw9"", ""32.2"", ""17.4"", ""16.0"", ""298"", ""202""]","[[""cw7""]]"
p10r_table_54_041,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203h,900,hw76 cw12 ba7 fd3 ss2 dr1,"[{""species"": ""hw"", ""percent"": 76}, {""species"": ""cw"", ""percent"": 12}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}]",101,17.4,16.0,15.2,32.2,16.8,,,,,,1616,1217,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E203h"", ""900"", ""hw76"", ""17.4"", ""16.0"", ""15.2"", ""32.2"", ""16.8"", ""1,616"", ""1,217""]","[[""cw12 ba7""], [""fd3 ss2""], [""dr1""]]"
p10r_table_54_042,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E203hF,900,hw69 fd14 cw10 ba4 ss3,"[{""species"": ""hw"", ""percent"": 69}, {""species"": ""fd"", ""percent"": 14}, {""species"": ""cw"", ""percent"": 10}, {""species"": ""ba"", ""percent"": 4}, {""species"": ""ss"", ""percent"": 3}]",100,17.4,32.2,16.0,15.2,16.8,,,,,,113,87,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E203hF"", ""900"", ""hw69"", ""17.4"", ""32.2"", ""16.0"", ""15.2"", ""16.8"", ""113"", ""87""]","[[""fd14 cw10""], [""ba4 ss3""]]"
p10r_table_54_043,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E204,900,hw81 cw8 ba6 dr3 ss2 fd1,"[{""species"": ""hw"", ""percent"": 81}, {""species"": ""cw"", ""percent"": 8}, {""species"": ""ba"", ""percent"": 6}, {""species"": ""dr"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 1}]",101,26.2,22.5,24.0,24.0,,,,,,,133,100,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E204"", ""900"", ""hw81 cw8"", ""26.2"", ""22.5"", ""24.0"", ""24.0"", ""133"", ""100""]","[[""ba6 dr3""], [""ss2 fd1""]]"
p10r_table_54_044,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205b,900,ba68 fd12 hw10 ss5 cw5 yc1,"[{""species"": ""ba"", ""percent"": 68}, {""species"": ""fd"", ""percent"": 12}, {""species"": ""hw"", ""percent"": 10}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""cw"", ""percent"": 5}, {""species"": ""yc"", ""percent"": 1}]",101,30.9,36.0,28.6,32.7,24.0,,,,,,214,140,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E205b"", ""900"", ""ba68 fd12"", ""30.9"", ""36.0"", ""28.6"", ""32.7"", ""24.0"", ""214"", ""140""]","[[""hw10 ss5""], [""cw5 yc1""]]"
p10r_table_54_045,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205c,900,cw73 hw22 ba2 dr2 fd1 yc1,"[{""species"": ""cw"", ""percent"": 73}, {""species"": ""hw"", ""percent"": 22}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 1}, {""species"": ""yc"", ""percent"": 1}]",101,24.0,28.6,30.9,36.0,,,,,,,282,138,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E205c"", ""900"", ""cw73"", ""24.0"", ""28.6"", ""30.9"", ""36.0"", ""282"", ""138""]","[[""hw22 ba2""], [""dr2 fd1""], [""yc1""]]"
p10r_table_54_046,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205cF,900,cw77 hw19 fd2 ba1 yc1 ss1,"[{""species"": ""cw"", ""percent"": 77}, {""species"": ""hw"", ""percent"": 19}, {""species"": ""fd"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}, {""species"": ""yc"", ""percent"": 1}, {""species"": ""ss"", ""percent"": 1}]",101,24.0,28.6,36.0,30.9,24.0,,,,,,300,213,361,361,115 of 183,115 of 183,PDF pages 361-361; Appendix B pages 115 of 183-115 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E205cF"", ""900"", ""cw77"", ""24.0"", ""28.6"", ""36.0"", ""30.9"", ""24.0"", ""300"", ""213""]","[[""hw19 fd2""], [""ba1 yc1""], [""ss1""]]"
p10r_table_54_047,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205d,900,dr85 hw12 ss2 cw1,"[{""species"": ""dr"", ""percent"": 85}, {""species"": ""hw"", ""percent"": 12}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""cw"", ""percent"": 1}]",100,24.5,28.6,32.7,24.0,,,,,,,464,-,361,362,115 of 183,116 of 183,PDF pages 361-362; Appendix B pages 115 of 183-116 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E205d"", ""900"", ""dr85"", ""24.5"", ""28.6"", ""32.7"", ""24.0"", ""464"", ""-""]","[[""hw12 ss2""], [""cw1""]]"
p10r_table_54_048,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205f,900,fd64 hw29 ss4 ba2 cw1 dr1,"[{""species"": ""fd"", ""percent"": 64}, {""species"": ""hw"", ""percent"": 29}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""cw"", ""percent"": 1}, {""species"": ""dr"", ""percent"": 1}]",101,36.0,28.6,32.7,30.9,24.0,,,,,,107,69,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E205f"", ""900"", ""fd64"", ""36.0"", ""28.6"", ""32.7"", ""30.9"", ""24.0"", ""107"", ""69""]","[[""hw29 ss4""], [""ba2 cw1""], [""dr1""]]"
p10r_table_54_049,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205fF,900,fd62 hw28 ss4 cw3 dr3,"[{""species"": ""fd"", ""percent"": 62}, {""species"": ""hw"", ""percent"": 28}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""cw"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 3}]",100,36.0,28.6,32.7,24.0,,,,,,,170,117,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E205fF"", ""900"", ""fd62"", ""36.0"", ""28.6"", ""32.7"", ""24.0"", ""170"", ""117""]","[[""hw28 ss4""], [""cw3 dr3""]]"
p10r_table_54_050,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205h,900,hw76 ba9 cw8 ss4 dr3 fd1,"[{""species"": ""hw"", ""percent"": 76}, {""species"": ""ba"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 8}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""dr"", ""percent"": 3}, {""species"": ""fd"", ""percent"": 1}]",101,28.6,30.9,24.0,32.7,,,,,,,4281,2442,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E205h"", ""900"", ""hw76 ba9"", ""28.6"", ""30.9"", ""24.0"", ""32.7"", ""4,281"", ""2,442""]","[[""cw8 ss4""], [""dr3 fd1""]]"
p10r_table_54_051,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205hF,900,hw77 cw13 ba4 fd3 ss3 dr2,"[{""species"": ""hw"", ""percent"": 77}, {""species"": ""cw"", ""percent"": 13}, {""species"": ""ba"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 3}, {""species"": ""ss"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 2}]",102,28.6,24.0,30.9,36.0,32.7,,,,,,271,174,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E205hF"", ""900"", ""hw77"", ""28.6"", ""24.0"", ""30.9"", ""36.0"", ""32.7"", ""271"", ""174""]","[[""cw13 ba4""], [""fd3 ss3""], [""dr2""]]"
p10r_table_54_052,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205hS,1600,hw79 ba7 cw7 ss5 dr2 fd1,"[{""species"": ""hw"", ""percent"": 79}, {""species"": ""ba"", ""percent"": 7}, {""species"": ""cw"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""fd"", ""percent"": 1}]",101,28.6,30.9,24.0,32.7,,,,,,,348,240,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,2,high,parsed_candidate,not_model_input,,"[""E205hS"", ""1,600"", ""hw79 ba7"", ""28.6"", ""30.9"", ""24.0"", ""32.7"", ""348"", ""240""]","[[""cw7 ss5""], [""dr2 fd1""]]"
p10r_table_54_053,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E205s,900,ss70 hw22 cw5 dr2 ba1 fd1,"[{""species"": ""ss"", ""percent"": 70}, {""species"": ""hw"", ""percent"": 22}, {""species"": ""cw"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""ba"", ""percent"": 1}, {""species"": ""fd"", ""percent"": 1}]",101,32.7,28.6,24.0,30.9,,,,,,,631,415,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E205s"", ""900"", ""ss70"", ""32.7"", ""28.6"", ""24.0"", ""30.9"", ""631"", ""415""]","[[""hw22 cw5""], [""dr2 ba1""], [""fd1""]]"
p10r_table_54_054,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E206,900,hw44 cw34 yc11 fd7 ss4 dr2,"[{""species"": ""hw"", ""percent"": 44}, {""species"": ""cw"", ""percent"": 34}, {""species"": ""yc"", ""percent"": 11}, {""species"": ""fd"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""dr"", ""percent"": 2}]",102,25.2,23.3,23.3,28.5,24.0,,,,,,119,96,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E206"", ""900"", ""hw44"", ""25.2"", ""23.3"", ""23.3"", ""28.5"", ""24.0"", ""119"", ""96""]","[[""cw34""], [""yc11 fd7""], [""ss4 dr2""]]"
p10r_table_54_055,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E206s,900,cw57 hw34 dr4 yc3 ba2 pl2,"[{""species"": ""cw"", ""percent"": 57}, {""species"": ""hw"", ""percent"": 34}, {""species"": ""dr"", ""percent"": 4}, {""species"": ""yc"", ""percent"": 3}, {""species"": ""ba"", ""percent"": 2}, {""species"": ""pl"", ""percent"": 2}]",102,23.3,25.2,23.3,29.1,,,,,,,106,80,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E206s"", ""900"", ""cw57"", ""23.3"", ""25.2"", ""23.3"", ""29.1"", ""106"", ""80""]","[[""hw34 dr4""], [""yc3 ba2""], [""pl2""]]"
p10r_table_54_056,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E206sF,900,cw48 hw43 ba5 yc2 pl2 ss2,"[{""species"": ""cw"", ""percent"": 48}, {""species"": ""hw"", ""percent"": 43}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""yc"", ""percent"": 2}, {""species"": ""pl"", ""percent"": 2}, {""species"": ""ss"", ""percent"": 2}]",102,23.3,25.2,29.1,23.3,23.3,,,,,,211,182,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E206sF"", ""900"", ""cw48"", ""23.3"", ""25.2"", ""29.1"", ""23.3"", ""23.3"", ""211"", ""182""]","[[""hw43 ba5""], [""yc2 pl2""], [""ss2""]]"
p10r_table_54_057,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E207,900,hw60 ss15 cw11 fd8 ba6 dr3,"[{""species"": ""hw"", ""percent"": 60}, {""species"": ""ss"", ""percent"": 15}, {""species"": ""cw"", ""percent"": 11}, {""species"": ""fd"", ""percent"": 8}, {""species"": ""ba"", ""percent"": 6}, {""species"": ""dr"", ""percent"": 3}]",103,32.6,32.0,24.0,36.7,28.0,,,,,,1181,575,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,review_required,parser_review_required,not_model_input,species_percent_total_not_near_100,"[""E207"", ""900"", ""hw60"", ""32.6"", ""32.0"", ""24.0"", ""36.7"", ""28.0"", ""1,181"", ""575""]","[[""ss15""], [""cw11 fd8""], [""ba6 dr3""]]"
p10r_table_54_058,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E207F,900,fd55 hw36 cw4 ba3 dr2 ss1,"[{""species"": ""fd"", ""percent"": 55}, {""species"": ""hw"", ""percent"": 36}, {""species"": ""cw"", ""percent"": 4}, {""species"": ""ba"", ""percent"": 3}, {""species"": ""dr"", ""percent"": 2}, {""species"": ""ss"", ""percent"": 1}]",101,36.7,32.6,24.0,28.0,,,,,,,154,91,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E207F"", ""900"", ""fd55"", ""36.7"", ""32.6"", ""24.0"", ""28.0"", ""154"", ""91""]","[[""hw36 cw4""], [""ba3 dr2""], [""ss1""]]"
p10r_table_54_059,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E209d,900,dr90 hw7 ss2 cw1,"[{""species"": ""dr"", ""percent"": 90}, {""species"": ""hw"", ""percent"": 7}, {""species"": ""ss"", ""percent"": 2}, {""species"": ""cw"", ""percent"": 1}]",100,25.0,28.0,28.0,24.0,,,,,,,182,-,362,362,116 of 183,116 of 183,PDF pages 362-362; Appendix B pages 116 of 183-116 of 183; Table 54,1,high,parsed_candidate,not_model_input,,"[""E209d"", ""900"", ""dr90 hw7"", ""25.0"", ""28.0"", ""28.0"", ""24.0"", ""182"", ""-""]","[[""ss2 cw1""]]"
p10r_table_54_060,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E209h,900,hw47 ss35 ba9 cw6 dr3 fd1,"[{""species"": ""hw"", ""percent"": 47}, {""species"": ""ss"", ""percent"": 35}, {""species"": ""ba"", ""percent"": 9}, {""species"": ""cw"", ""percent"": 6}, {""species"": ""dr"", ""percent"": 3}, {""species"": ""fd"", ""percent"": 1}]",101,28.0,28.0,28.0,24.0,,,,,,,655,176,362,363,116 of 183,117 of 183,PDF pages 362-363; Appendix B pages 116 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E209h"", ""900"", ""hw47"", ""28.0"", ""28.0"", ""28.0"", ""24.0"", ""655"", ""176""]","[[""ss35 ba9""], [""cw6 dr3""], [""fd1""]]"
p10r_table_54_061,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E210,900,hw39 dr26 ss16 cw10 fd9 ba3,"[{""species"": ""hw"", ""percent"": 39}, {""species"": ""dr"", ""percent"": 26}, {""species"": ""ss"", ""percent"": 16}, {""species"": ""cw"", ""percent"": 10}, {""species"": ""fd"", ""percent"": 9}, {""species"": ""ba"", ""percent"": 3}]",103,30.4,32.0,24.0,34.2,,,,,,,140,12,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,review_required,parser_review_required,not_model_input,species_percent_total_not_near_100,"[""E210"", ""900"", ""hw39"", ""30.4"", ""32.0"", ""24.0"", ""34.2"", ""140"", ""12""]","[[""dr26 ss16""], [""cw10 fd9""], [""ba3""]]"
p10r_table_54_062,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E211,900,hw66 cw14 fd8 ss7 dr5 ba5,"[{""species"": ""hw"", ""percent"": 66}, {""species"": ""cw"", ""percent"": 14}, {""species"": ""fd"", ""percent"": 8}, {""species"": ""ss"", ""percent"": 7}, {""species"": ""dr"", ""percent"": 5}, {""species"": ""ba"", ""percent"": 5}]",105,30.4,,,,,,,,,,67,22,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,review_required,parser_review_required,not_model_input,species_percent_total_not_near_100,"[""E211"", ""900"", ""hw66"", ""30.4"", ""67"", ""22""]","[[""cw14 fd8""], [""ss7 dr5""], [""ba5""]]"
p10r_table_54_063,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E214c,900,cw51 hw21 ss14 dr10 pl4 fd2,"[{""species"": ""cw"", ""percent"": 51}, {""species"": ""hw"", ""percent"": 21}, {""species"": ""ss"", ""percent"": 14}, {""species"": ""dr"", ""percent"": 10}, {""species"": ""pl"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 2}]",102,19.4,21.0,26.0,19.4,,,,,,,809,409,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E214c"", ""900"", ""cw51"", ""19.4"", ""21.0"", ""26.0"", ""19.4"", ""809"", ""409""]","[[""hw21""], [""ss14 dr10""], [""pl4 fd2""]]"
p10r_table_54_064,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E214cF,900,cw79 hw12 ss4 yc3 pl2 dr1,"[{""species"": ""cw"", ""percent"": 79}, {""species"": ""hw"", ""percent"": 12}, {""species"": ""ss"", ""percent"": 4}, {""species"": ""yc"", ""percent"": 3}, {""species"": ""pl"", ""percent"": 2}, {""species"": ""dr"", ""percent"": 1}]",101,19.4,21.0,26.0,19.4,19.4,,,,,,876,713,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E214cF"", ""900"", ""cw79"", ""19.4"", ""21.0"", ""26.0"", ""19.4"", ""19.4"", ""876"", ""713""]","[[""hw12 ss4""], [""yc3 pl2""], [""dr1""]]"
p10r_table_54_065,tfl6_mp11_202606_public_pdf,44591c1024254e36d8989df45a2b489a624d5669c5ae01a6ebfd961b50a7321b,Table 54,early_managed,E214h,900,hw66 cw16 ss9 ba5 dr4 fd2,"[{""species"": ""hw"", ""percent"": 66}, {""species"": ""cw"", ""percent"": 16}, {""species"": ""ss"", ""percent"": 9}, {""species"": ""ba"", ""percent"": 5}, {""species"": ""dr"", ""percent"": 4}, {""species"": ""fd"", ""percent"": 2}]",102,21.0,19.4,26.0,18.7,,,,,,,564,330,363,363,117 of 183,117 of 183,PDF pages 363-363; Appendix B pages 117 of 183-117 of 183; Table 54,3,high,parsed_candidate,not_model_input,,"[""E214h"", ""900"", ""hw66"", ""21.0"", ""19.4"", ""26.0"", ""18.7"", ""564"", ""330""]","[[""cw16 ss9""], [""ba5 dr4""], [""fd2""]]"
