step_id,label,step_kind,source_area_ha,deducted_area_ha,retained_area_ha,mp11_target_ha,delta_to_mp11_ha,delta_to_mp11_pct,input_fragment_count,active_fragment_count,deducted_fragment_count,balance_error_ha,checkpoint_status,artifact_gpkg,notes
mp11_t12_310,Long-term Land Base,checkpoint,121338.03921850822,0.0,121338.03921850822,118672.0,2666.0392185082164,2.246561293740913,23245,23245,0,0.0,p9rf_long_term_land_base_checkpoint_reached,planning/tfl6_mp11_p9rf_table12_step_310.gpkg,"Context checkpoint after future roads; keep separate from current THLB. Step 300 is implemented as an aspatial future-road area proxy, not mapped future-road geometry."
