figure_id,series_name,label,year,harvest_m3_per_year,x_pixel,y_pixel
Figure 21,base_case,MP11 Base Case,71.5527950310559,1063134.6578366447,377.0,540.0
Figure 21,base_case,MP11 Base Case,126.7080745341615,1064679.9116997793,525.0,539.5
Figure 21,base_case,MP11 Base Case,128.19875776397515,1064679.9116997793,529.0,539.5
Figure 21,base_case,MP11 Base Case,129.68944099378882,1064679.9116997793,533.0,539.5
Figure 21,base_case,MP11 Base Case,131.1801242236025,1064679.9116997793,537.0,539.5
Figure 21,base_case,MP11 Base Case,132.67080745341616,1064679.9116997793,541.0,539.5
Figure 21,base_case,MP11 Base Case,134.16149068322983,1064679.9116997793,545.0,539.5
Figure 21,base_case,MP11 Base Case,135.65217391304347,1064679.9116997793,549.0,539.5
Figure 21,base_case,MP11 Base Case,137.14285714285714,1064679.9116997793,553.0,539.5
Figure 21,base_case,MP11 Base Case,138.6335403726708,1064679.9116997793,557.0,539.5
Figure 21,base_case,MP11 Base Case,140.12422360248448,1064679.9116997793,561.0,539.5
Figure 21,base_case,MP11 Base Case,141.61490683229815,1064679.9116997793,565.0,539.5
Figure 21,base_case,MP11 Base Case,143.1055900621118,1064679.9116997793,569.0,539.5
Figure 21,base_case,MP11 Base Case,144.59627329192546,1064679.9116997793,573.0,539.5
Figure 21,base_case,MP11 Base Case,146.08695652173913,1064679.9116997793,577.0,539.5
Figure 21,base_case,MP11 Base Case,147.5776397515528,1064679.9116997793,581.0,539.5
Figure 21,base_case,MP11 Base Case,149.06832298136646,1064679.9116997793,585.0,539.5
Figure 21,base_case,MP11 Base Case,150.55900621118013,1064679.9116997793,589.0,539.5
Figure 21,base_case,MP11 Base Case,152.0496894409938,1064679.9116997793,593.0,539.5
Figure 21,base_case,MP11 Base Case,153.54037267080744,1064679.9116997793,597.0,539.5
Figure 21,base_case,MP11 Base Case,155.0310559006211,1064679.9116997793,601.0,539.5
Figure 21,base_case,MP11 Base Case,156.52173913043478,1064679.9116997793,605.0,539.5
Figure 21,base_case,MP11 Base Case,158.01242236024845,1064679.9116997793,609.0,539.5
Figure 21,base_case,MP11 Base Case,159.5031055900621,1064679.9116997793,613.0,539.5
Figure 21,base_case,MP11 Base Case,160.99378881987576,1064679.9116997793,617.0,539.5
Figure 21,base_case,MP11 Base Case,162.48447204968946,1064679.9116997793,621.0,539.5
Figure 21,base_case,MP11 Base Case,163.97515527950313,1064679.9116997793,625.0,539.5
Figure 21,base_case,MP11 Base Case,165.46583850931677,1064679.9116997793,629.0,539.5
Figure 21,base_case,MP11 Base Case,166.95652173913044,1064679.9116997793,633.0,539.5
Figure 21,base_case,MP11 Base Case,168.4472049689441,1064679.9116997793,637.0,539.5
Figure 21,base_case,MP11 Base Case,169.93788819875775,1064679.9116997793,641.0,539.5
Figure 21,base_case,MP11 Base Case,171.42857142857142,1064679.9116997793,645.0,539.5
Figure 21,base_case,MP11 Base Case,172.91925465838509,1064679.9116997793,649.0,539.5
Figure 21,base_case,MP11 Base Case,174.40993788819878,1064679.9116997793,653.0,539.5
Figure 21,base_case,MP11 Base Case,175.90062111801242,1064679.9116997793,657.0,539.5
Figure 21,base_case,MP11 Base Case,177.3913043478261,1064679.9116997793,661.0,539.5
Figure 21,base_case,MP11 Base Case,178.88198757763976,1064679.9116997793,665.0,539.5
Figure 21,base_case,MP11 Base Case,180.3726708074534,1064679.9116997793,669.0,539.5
Figure 21,base_case,MP11 Base Case,181.86335403726707,1064679.9116997793,673.0,539.5
Figure 21,base_case,MP11 Base Case,183.35403726708074,1064679.9116997793,677.0,539.5
Figure 21,base_case,MP11 Base Case,184.8447204968944,1064679.9116997793,681.0,539.5
Figure 21,base_case,MP11 Base Case,186.33540372670805,1064679.9116997793,685.0,539.5
Figure 21,base_case,MP11 Base Case,187.82608695652175,1064679.9116997793,689.0,539.5
Figure 21,base_case,MP11 Base Case,189.31677018633542,1064679.9116997793,693.0,539.5
Figure 21,base_case,MP11 Base Case,190.8074534161491,1064679.9116997793,697.0,539.5
Figure 21,base_case,MP11 Base Case,192.29813664596273,1064679.9116997793,701.0,539.5
Figure 21,base_case,MP11 Base Case,193.7888198757764,1064679.9116997793,705.0,539.5
Figure 21,base_case,MP11 Base Case,195.27950310559007,1064679.9116997793,709.0,539.5
Figure 21,base_case,MP11 Base Case,196.7701863354037,1064679.9116997793,713.0,539.5
Figure 21,base_case,MP11 Base Case,198.26086956521738,1064679.9116997793,717.0,539.5
Figure 21,base_case,MP11 Base Case,199.75155279503105,1064679.9116997793,721.0,539.5
Figure 21,base_case,MP11 Base Case,201.24223602484474,1064679.9116997793,725.0,539.5
Figure 21,base_case,MP11 Base Case,202.73291925465838,1064679.9116997793,729.0,539.5
Figure 21,base_case,MP11 Base Case,204.22360248447205,1064679.9116997793,733.0,539.5
Figure 21,base_case,MP11 Base Case,205.71428571428572,1064679.9116997793,737.0,539.5
Figure 21,base_case,MP11 Base Case,207.20496894409936,1064679.9116997793,741.0,539.5
Figure 21,base_case,MP11 Base Case,208.69565217391303,1064679.9116997793,745.0,539.5
Figure 21,base_case,MP11 Base Case,210.1863354037267,1064679.9116997793,749.0,539.5
Figure 21,base_case,MP11 Base Case,211.67701863354037,1064679.9116997793,753.0,539.5
Figure 21,base_case,MP11 Base Case,213.16770186335404,1064679.9116997793,757.0,539.5
Figure 21,base_case,MP11 Base Case,214.6583850931677,1064679.9116997793,761.0,539.5
Figure 21,base_case,MP11 Base Case,216.14906832298138,1064679.9116997793,765.0,539.5
Figure 21,base_case,MP11 Base Case,217.63975155279505,1064679.9116997793,769.0,539.5
Figure 21,base_case,MP11 Base Case,219.1304347826087,1064679.9116997793,773.0,539.5
Figure 21,base_case,MP11 Base Case,220.62111801242236,1064679.9116997793,777.0,539.5
Figure 21,base_case,MP11 Base Case,222.11180124223603,1064679.9116997793,781.0,539.5
Figure 21,base_case,MP11 Base Case,223.60248447204967,1064679.9116997793,785.0,539.5
Figure 21,base_case,MP11 Base Case,225.09316770186334,1064679.9116997793,789.0,539.5
Figure 21,base_case,MP11 Base Case,226.58385093167703,1064679.9116997793,793.0,539.5
Figure 21,base_case,MP11 Base Case,228.0745341614907,1064679.9116997793,797.0,539.5
Figure 21,base_case,MP11 Base Case,229.56521739130434,1064679.9116997793,801.0,539.5
Figure 21,base_case,MP11 Base Case,231.055900621118,1064679.9116997793,805.0,539.5
Figure 21,base_case,MP11 Base Case,232.54658385093168,1064679.9116997793,809.0,539.5
Figure 21,base_case,MP11 Base Case,234.03726708074532,1064679.9116997793,813.0,539.5
Figure 21,base_case,MP11 Base Case,235.527950310559,1064679.9116997793,817.0,539.5
Figure 21,base_case,MP11 Base Case,237.01863354037266,1064679.9116997793,821.0,539.5
Figure 21,base_case,MP11 Base Case,238.50931677018633,1064679.9116997793,825.0,539.5
Figure 21,base_case,MP11 Base Case,240.0,1064679.9116997793,829.0,539.5
Figure 21,base_case,MP11 Base Case,241.49068322981367,1064679.9116997793,833.0,539.5
Figure 21,base_case,MP11 Base Case,242.98136645962734,1064679.9116997793,837.0,539.5
Figure 21,base_case,MP11 Base Case,244.472049689441,1064679.9116997793,841.0,539.5
Figure 21,base_case,MP11 Base Case,245.96273291925465,1064679.9116997793,845.0,539.5
Figure 21,base_case,MP11 Base Case,247.45341614906832,1064679.9116997793,849.0,539.5
Figure 21,base_case,MP11 Base Case,248.944099378882,1064679.9116997793,853.0,539.5
Figure 21,base_case,MP11 Base Case,250.43478260869563,1064679.9116997793,857.0,539.5
Figure 21,base_case,MP11 Base Case,251.92546583850933,1064679.9116997793,861.0,539.5
Figure 21,base_case,MP11 Base Case,253.416149068323,1064679.9116997793,865.0,539.5
Figure 21,base_case,MP11 Base Case,254.90683229813666,1064679.9116997793,869.0,539.5
Figure 21,base_case,MP11 Base Case,256.3975155279503,1064679.9116997793,873.0,539.5
Figure 21,base_case,MP11 Base Case,257.888198757764,1064679.9116997793,877.0,539.5
Figure 21,base_case,MP11 Base Case,259.37888198757764,1064679.9116997793,881.0,539.5
Figure 21,base_case,MP11 Base Case,260.8695652173913,1064679.9116997793,885.0,539.5
Figure 21,base_case,MP11 Base Case,262.360248447205,1064679.9116997793,889.0,539.5
Figure 21,base_case,MP11 Base Case,263.8509316770186,1064679.9116997793,893.0,539.5
Figure 21,base_case,MP11 Base Case,265.3416149068323,1064679.9116997793,897.0,539.5
Figure 21,base_case,MP11 Base Case,266.832298136646,1064679.9116997793,901.0,539.5
Figure 21,base_case,MP11 Base Case,268.32298136645966,1064679.9116997793,905.0,539.5
Figure 21,base_case,MP11 Base Case,269.81366459627327,1064679.9116997793,909.0,539.5
Figure 21,base_case,MP11 Base Case,271.30434782608694,1064679.9116997793,913.0,539.5
Figure 21,base_case,MP11 Base Case,272.7950310559006,1064679.9116997793,917.0,539.5
Figure 21,base_case,MP11 Base Case,274.2857142857143,1064679.9116997793,921.0,539.5
Figure 21,base_case,MP11 Base Case,275.77639751552795,1064679.9116997793,925.0,539.5
Figure 21,base_case,MP11 Base Case,277.2670807453416,1064679.9116997793,929.0,539.5
Figure 21,base_case,MP11 Base Case,278.7577639751553,1064679.9116997793,933.0,539.5
Figure 21,base_case,MP11 Base Case,280.24844720496895,1064679.9116997793,937.0,539.5
Figure 21,base_case,MP11 Base Case,281.7391304347826,1064679.9116997793,941.0,539.5
Figure 21,base_case,MP11 Base Case,283.2298136645963,1064679.9116997793,945.0,539.5
Figure 21,base_case,MP11 Base Case,284.72049689440996,1064679.9116997793,949.0,539.5
Figure 21,base_case,MP11 Base Case,286.2111801242236,1064679.9116997793,953.0,539.5
Figure 21,base_case,MP11 Base Case,287.70186335403724,1064679.9116997793,957.0,539.5
Figure 21,base_case,MP11 Base Case,289.1925465838509,1064679.9116997793,961.0,539.5
Figure 21,base_case,MP11 Base Case,290.68322981366464,1064679.9116997793,965.0,539.5
Figure 21,base_case,MP11 Base Case,292.17391304347825,1064679.9116997793,969.0,539.5
Figure 21,base_case,MP11 Base Case,293.6645962732919,1064679.9116997793,973.0,539.5
Figure 21,base_case,MP11 Base Case,295.1552795031056,1064679.9116997793,977.0,539.5
Figure 21,base_case,MP11 Base Case,296.64596273291926,1064679.9116997793,981.0,539.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,2.9813664596273295,1362913.907284768,193.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,4.472049689440993,1362913.907284768,197.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,5.962732919254659,1362913.907284768,201.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,7.453416149068323,1362913.907284768,205.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,8.944099378881987,1362913.907284768,209.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,10.434782608695652,1362913.907284768,213.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,11.925465838509318,1362913.907284768,217.0,443.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,13.416149068322982,1324282.5607064017,221.0,455.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,14.906832298136646,1053863.1346578365,225.0,543.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,16.39751552795031,883885.2097130243,229.0,598.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,17.888198757763973,883885.2097130243,233.0,598.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,19.37888198757764,856070.6401766004,237.0,607.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,20.869565217391305,822075.0551876379,241.0,618.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,22.36024844720497,822075.0551876379,245.0,618.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,23.850931677018636,842163.3554083884,249.0,611.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,25.341614906832298,890066.2251655629,253.0,596.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,26.832298136645964,903973.5099337748,257.0,591.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,28.32298136645963,905518.7637969095,261.0,591.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,29.81366459627329,927152.3178807948,265.0,584.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,31.304347826086953,942604.8565121413,269.0,579.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,32.79503105590062,942604.8565121413,273.0,579.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,34.285714285714285,948785.8719646799,277.0,577.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,35.77639751552795,961147.9028697571,281.0,573.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,37.267080745341616,961147.9028697571,285.0,573.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,38.75776397515528,961147.9028697571,289.0,573.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,40.24844720496894,967328.9183222958,293.0,571.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,41.73913043478261,967328.9183222958,297.0,571.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,43.22981366459627,967328.9183222958,301.0,571.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,44.72049689440994,976600.4415011038,305.0,568.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,46.2111801242236,979690.9492273731,309.0,567.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,47.70186335403727,979690.9492273731,313.0,567.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,49.19254658385093,982781.4569536424,317.0,566.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,50.683229813664596,995143.4878587195,321.0,562.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,52.17391304347826,995143.4878587195,325.0,562.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,53.66459627329193,995143.4878587195,329.0,562.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,55.15527950310559,1005960.2649006622,333.0,558.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,56.64596273291926,1007505.5187637969,337.0,558.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,58.13664596273292,1007505.5187637969,341.0,558.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,59.62732919254658,1016777.0419426049,345.0,555.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,61.11801242236025,1022958.0573951434,349.0,553.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,62.60869565217391,1022958.0573951434,353.0,553.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,64.09937888198758,1029139.072847682,357.0,551.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,65.59006211180125,1044591.6114790287,361.0,546.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,67.08074534161491,1047682.1192052981,365.0,545.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,68.57142857142857,1047682.1192052981,369.0,545.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,70.06211180124224,1053863.1346578365,373.0,543.0
Figure 21,maintaining_current_aac,Maintaining Current AAC,71.5527950310559,1055408.3885209712,377.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,73.04347826086956,1055408.3885209712,381.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,74.53416149068323,1055408.3885209712,385.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,76.0248447204969,1055408.3885209712,389.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,77.51552795031056,1055408.3885209712,393.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,79.00621118012423,1055408.3885209712,397.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,80.49689440993788,1055408.3885209712,401.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,81.98757763975156,1055408.3885209712,405.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,83.47826086956522,1055408.3885209712,409.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,84.96894409937887,1055408.3885209712,413.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,86.45962732919254,1055408.3885209712,417.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,87.95031055900621,1055408.3885209712,421.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,89.44099378881988,1055408.3885209712,425.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,90.93167701863354,1055408.3885209712,429.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,92.4223602484472,1055408.3885209712,433.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,93.91304347826087,1055408.3885209712,437.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,95.40372670807454,1055408.3885209712,441.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,96.8944099378882,1055408.3885209712,445.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,98.38509316770185,1055408.3885209712,449.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,99.87577639751552,1055408.3885209712,453.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,101.36645962732919,1055408.3885209712,457.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,102.85714285714286,1055408.3885209712,461.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,104.34782608695652,1055408.3885209712,465.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,105.83850931677019,1055408.3885209712,469.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,107.32919254658385,1055408.3885209712,473.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,108.81987577639752,1055408.3885209712,477.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,110.31055900621118,1055408.3885209712,481.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,111.80124223602483,1055408.3885209712,485.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,113.29192546583852,1055408.3885209712,489.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,114.78260869565217,1055408.3885209712,493.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,116.27329192546584,1055408.3885209712,497.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,117.7639751552795,1055408.3885209712,501.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,119.25465838509317,1055408.3885209712,505.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,120.74534161490683,1055408.3885209712,509.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,122.2360248447205,1055408.3885209712,513.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,123.72670807453416,1055408.3885209712,517.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,125.21739130434781,1055408.3885209712,521.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,126.7080745341615,1055408.3885209712,525.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,128.19875776397515,1055408.3885209712,529.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,129.68944099378882,1055408.3885209712,533.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,131.1801242236025,1055408.3885209712,537.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,132.67080745341616,1055408.3885209712,541.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,134.16149068322983,1055408.3885209712,545.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,135.65217391304347,1055408.3885209712,549.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,137.14285714285714,1055408.3885209712,553.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,138.6335403726708,1055408.3885209712,557.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,140.12422360248448,1055408.3885209712,561.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,141.61490683229815,1055408.3885209712,565.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,143.1055900621118,1055408.3885209712,569.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,144.59627329192546,1055408.3885209712,573.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,146.08695652173913,1055408.3885209712,577.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,147.5776397515528,1055408.3885209712,581.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,149.06832298136646,1055408.3885209712,585.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,150.55900621118013,1055408.3885209712,589.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,152.0496894409938,1055408.3885209712,593.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,153.54037267080744,1055408.3885209712,597.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,155.0310559006211,1055408.3885209712,601.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,156.52173913043478,1055408.3885209712,605.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,158.01242236024845,1055408.3885209712,609.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,159.5031055900621,1055408.3885209712,613.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,160.99378881987576,1055408.3885209712,617.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,162.48447204968946,1055408.3885209712,621.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,163.97515527950313,1055408.3885209712,625.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,165.46583850931677,1055408.3885209712,629.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,166.95652173913044,1055408.3885209712,633.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,168.4472049689441,1055408.3885209712,637.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,169.93788819875775,1055408.3885209712,641.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,171.42857142857142,1055408.3885209712,645.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,172.91925465838509,1055408.3885209712,649.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,174.40993788819878,1055408.3885209712,653.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,175.90062111801242,1055408.3885209712,657.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,177.3913043478261,1055408.3885209712,661.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,178.88198757763976,1055408.3885209712,665.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,180.3726708074534,1055408.3885209712,669.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,181.86335403726707,1055408.3885209712,673.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,183.35403726708074,1055408.3885209712,677.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,184.8447204968944,1055408.3885209712,681.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,186.33540372670805,1055408.3885209712,685.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,187.82608695652175,1055408.3885209712,689.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,189.31677018633542,1055408.3885209712,693.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,190.8074534161491,1055408.3885209712,697.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,192.29813664596273,1055408.3885209712,701.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,193.7888198757764,1055408.3885209712,705.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,195.27950310559007,1055408.3885209712,709.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,196.7701863354037,1055408.3885209712,713.0,542.5
Figure 21,maintaining_current_aac,Maintaining Current AAC,198.26086956521738,1055408.3885209712,717.0,542.5
